Sección,Beat #,Texto del guión,Shot (descripción),Stock ID,Duración (s),Inicio,Fin,CapCut Motion,Ref. hoja Shots
MEJOR OPCION 1 - NUNEZ DE PRADO,401,"la Denominación de Origen Baena, la misma región que da",Video of drone of a family playfully runs through olive groves,5682519,3.4,20:01.70,20:05.10,ZOOM IN SLOW · 4s,family_olive_grove
MEJOR OPCION 1 - NUNEZ DE PRADO,402,"nombre a Melgarejo, aunque cada familia trabaja su propia tierra",Video of drone of a family playfully runs through olive groves,5682519,3.4,20:05.10,20:08.50,PAN RIGHT · 4s,family_olive_grove
MEJOR OPCION 1 - NUNEZ DE PRADO,403,de manera completamente independiente.,Video of drone of a family playfully runs through olive groves,5682519,1.4,20:08.50,20:09.90,ZOOM OUT SLOW · 4s,family_olive_grove
MEJOR OPCION 1 - NUNEZ DE PRADO,404,"Siete generaciones bajo el mismo techo, sin haber cedido nunca",Pouring pure Extra Virgin Olive Oil,606843,3.4,20:09.90,20:13.30,STATIC,bottle_pouring
MEJOR OPCION 1 - NUNEZ DE PRADO,405,"el control de la producción a un tercero, es algo",Pouring pure Extra Virgin Olive Oil,606843,3.4,20:13.30,20:16.70,PAN LEFT · 4s,bottle_pouring
MEJOR OPCION 1 - NUNEZ DE PRADO,406,que ninguna de las siete marcas anteriores puede decir de sí misma.,Pouring pure Extra Virgin Olive Oil,606843,4.1,20:16.70,20:20.80,DIAGONAL PAN + ZOOM IN · 4s,bottle_pouring
CIERRE,407,"Aquí está la regla que te llevas de este vídeo,","Three glass bottles with handles containing olive oil, closed with cork stopper, with a bowl of olives",5465997,3.4,20:20.80,20:24.20,ZOOM IN FAST · 2s,three_bottles
CIERRE,408,y que puedes aplicar la próxima vez que estés delante,"Three glass bottles with handles containing olive oil, closed with cork stopper, with a bowl of olives",5465997,3.4,20:24.20,20:27.60,PAN UP · 4s,three_bottles
CIERRE,409,de la estantería de aceites.,"Three glass bottles with handles containing olive oil, closed with cork stopper, with a bowl of olives",5465997,1.7,20:27.60,20:29.30,ZOOM IN SLOW · 4s,three_bottles
CIERRE,410,"Primero, mira si la etiqueta dice ""virgen extra"" o solo ""aceite de oliva"".",Close-up of a Bottle with Yellow Cap,3811676,4.5,20:29.30,20:33.80,PAN RIGHT · 4s,yellow_cap
CIERRE,411,"Son categorías legales distintas, no una cuestión de gusto.",Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.1,20:33.80,20:36.90,ZOOM OUT SLOW · 4s,cert_stamp
CIERRE,412,"Solo la primera está hecha exclusivamente por medios mecánicos, sin",Hand holding a small dark green glass bottle with a red cap,3717430,3.4,20:36.90,20:40.30,STATIC,dark_bottle_label
CIERRE,413,calor añadido ni disolventes.,Hand holding a small dark green glass bottle with a red cap,3717430,1.4,20:40.30,20:41.70,PAN LEFT · 4s,dark_bottle_label
CIERRE,414,"Y ten cuidado también con el ""aceite de orujo de",Woman Tastes Tea In A Glass And Smiles In Her House,5079112,3.4,20:41.70,20:45.10,DIAGONAL PAN + ZOOM IN · 4s,tasting_reaction
CIERRE,415,"oliva"", una categoría todavía más barata que se extrae con",Woman Tastes Tea In A Glass And Smiles In Her House,5079112,3.4,20:45.10,20:48.50,ZOOM IN FAST · 2s,tasting_reaction
CIERRE,416,disolventes de los restos sólidos que quedan tras el primer,Woman Tastes Tea In A Glass And Smiles In Her House,5079112,3.4,20:48.50,20:51.90,PAN UP · 4s,tasting_reaction
CIERRE,417,"prensado, y que muchos compradores confunden con aceite de oliva",Woman Tastes Tea In A Glass And Smiles In Her House,5079112,3.4,20:51.90,20:55.30,ZOOM IN SLOW · 4s,tasting_reaction
CIERRE,418,"normal solo por la palabra ""oliva"" en el envase.",Woman Tastes Tea In A Glass And Smiles In Her House,5079112,3.1,20:55.30,20:58.40,PAN RIGHT · 4s,tasting_reaction
CIERRE,419,"Segundo, busca el sello de Denominación de Origen.",Pouring pure Extra Virgin Olive Oil,606843,2.8,20:58.40,21:01.20,ZOOM OUT SLOW · 4s,bottle_pouring
CIERRE,420,Es la única garantía verificada por un organismo externo a la propia marca.,Person Checking Bill Or Receipt For Supermarket Shopping Basket Full Of Basic Food Items,687809,4.5,21:01.20,21:05.70,STATIC,receipt_check
CIERRE,421,"Tercero, busca la fecha de cosecha, no solo la de caducidad.",Spain national flag waving on flagpole,3082160,3.8,21:05.70,21:09.50,PAN LEFT · 4s,spain_flag2
CIERRE,422,"Un aceite reciente conserva más polifenoles, más sabor real y",Woman counting fifty and one hundred euro bills,6947932,3.4,21:09.50,21:12.90,DIAGONAL PAN + ZOOM IN · 4s,counting_euros3
CIERRE,423,más de los beneficios por los que probablemente lo estás comprando.,Woman counting fifty and one hundred euro bills,6947932,3.8,21:12.90,21:16.70,ZOOM IN FAST · 2s,counting_euros3
CIERRE,424,Guárdalo además lejos del calor y de la luz directa:,Pouring Olive Oil on a Fresh Salad,3522160,3.4,21:16.70,21:20.10,PAN UP · 4s,salad_pour1
CIERRE,425,ambos aceleran la degradación de esos mismos compuestos.,Pouring Olive Oil on a Fresh Salad,3522160,2.8,21:20.10,21:22.90,ZOOM IN SLOW · 4s,salad_pour1
CIERRE,426,"Y cuarto, pruébalo.","Tilting bottle pouring oil over tomato, onion, basil",8663762,1,21:22.90,21:23.90,PAN RIGHT · 4s,salad_pour2
CIERRE,427,Un virgen extra fresco tiene que picarte ligeramente en la,Pouring hand tilting olive oil bottle over salad on counter,7402383,3.4,21:23.90,21:27.30,ZOOM OUT SLOW · 4s,salad_pour3
CIERRE,428,garganta y dejar un punto de amargor al final.,Pouring hand tilting olive oil bottle over salad on counter,7402383,3.1,21:27.30,21:30.40,STATIC,salad_pour3
CIERRE,429,"Si tu aceite es suave, neutro y no te hace",Couple cooking in the kitchen,2947891,3.4,21:30.40,21:33.80,PAN LEFT · 4s,couple_cooking
CIERRE,430,"pestañear ni un poco, no estás bebiendo lo que la",Couple cooking in the kitchen,2947891,3.4,21:33.80,21:37.20,DIAGONAL PAN + ZOOM IN · 4s,couple_cooking
CIERRE,431,etiqueta dice que estás bebiendo.,Couple cooking in the kitchen,2947891,1.7,21:37.20,21:38.90,ZOOM IN FAST · 2s,couple_cooking
CIERRE,432,Un último detalle práctico.,Biracial woman pouring oil on vegetables in baking tray,2717206,1.4,21:38.90,21:40.30,PAN UP · 4s,woman_pour_veg
CIERRE,433,"La fecha de ""consumir preferentemente antes de"" suele fijarse entre",Happy senior woman mixing salad in sunny kitchen,3169363,3.4,21:40.30,21:43.70,ZOOM IN SLOW · 4s,senior_woman_salad
CIERRE,434,"dieciocho y veinticuatro meses después del envasado, independientemente de la",Happy senior woman mixing salad in sunny kitchen,3169363,3.4,21:43.70,21:47.10,PAN RIGHT · 4s,senior_woman_salad
CIERRE,435,frescura real del contenido.,Happy senior woman mixing salad in sunny kitchen,3169363,1.4,21:47.10,21:48.50,ZOOM OUT SLOW · 4s,senior_woman_salad
CIERRE,436,"Esa fecha te dice cuándo caduca legalmente el producto, no",Aerial pan shot of a highway in the south of Spain surrounded by olive fields,1106294,3.4,21:48.50,21:51.90,STATIC,highway_olives
CIERRE,437,cuándo dejó de estar en su mejor momento.,Aerial pan shot of a highway in the south of Spain surrounded by olive fields,1106294,2.8,21:51.90,21:54.70,PAN LEFT · 4s,highway_olives
CIERRE,438,"Y siempre que puedas, elige botellas de vidrio oscuro o","Trees and olive groves in green landscapes, Granada, Spain",7055616,3.4,21:54.70,21:58.10,DIAGONAL PAN + ZOOM IN · 4s,granada_groves
CIERRE,439,de lata frente al vidrio transparente: la luz degrada los,"Trees and olive groves in green landscapes, Granada, Spain",7055616,3.4,21:58.10,22:01.50,ZOOM IN FAST · 2s,granada_groves
CIERRE,440,mismos compuestos que hacen que un buen aceite valga la pena.,"Trees and olive groves in green landscapes, Granada, Spain",7055616,3.8,22:01.50,22:05.30,PAN UP · 4s,granada_groves
CIERRE,441,Si esto ha cambiado la forma en que vas a,"Three glass bottles with handles containing olive oil, closed with cork stopper, with a bowl of olives",5465997,3.4,22:05.30,22:08.70,ZOOM IN SLOW · 4s,three_bottles
CIERRE,442,"mirar la próxima botella que compres, coméntanos qué marca tienes","Three glass bottles with handles containing olive oil, closed with cork stopper, with a bowl of olives",5465997,3.4,22:08.70,22:12.10,PAN RIGHT · 4s,three_bottles
CIERRE,443,ahora mismo en tu cocina.,"Three glass bottles with handles containing olive oil, closed with cork stopper, with a bowl of olives",5465997,1.7,22:12.10,22:13.80,ZOOM OUT SLOW · 4s,three_bottles
CIERRE,444,Es genuinamente útil ver qué está comprando la gente sin saber todo esto.,Close-up of a Bottle with Yellow Cap,3811676,4.5,22:13.80,22:18.30,STATIC,yellow_cap
