Sección,Beat #,Texto del guión,Shot (descripción real),Freepik ID,Duración (s),Inicio,Fin,CapCut Motion,Ref. shot
MEJOR OPCION 1 - CONSORCIO,402,sobre un método que la mayoría de la industria abandonó,Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.6,21:50.40,21:54.00,PAN RIGHT · 4s,cert_stamp
MEJOR OPCION 1 - CONSORCIO,403,hace décadas por considerarlo demasiado lento y demasiado caro para,Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.6,21:54.00,21:57.60,ZOOM OUT SLOW · 4s,cert_stamp
MEJOR OPCION 1 - CONSORCIO,404,"competir en precio: el envasado y procesado artesanal, pieza a",Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.6,21:57.60,22:01.20,STATIC,cert_stamp
MEJOR OPCION 1 - CONSORCIO,405,"pieza, en lugar de la línea automatizada de alta velocidad",Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.6,22:01.20,22:04.80,PAN LEFT · 4s,cert_stamp
MEJOR OPCION 1 - CONSORCIO,406,que usan todos los grandes grupos que has visto antes en este vídeo.,Stamp with CERTIFIED text of flat style isolated on white background,3982793,4.6,22:04.80,22:09.40,DIAGONAL PAN + ZOOM IN · 4s,cert_stamp
MEJOR OPCION 1 - CONSORCIO,407,Esto no es nostalgia de marketing ni una etiqueta bonita en el envase.,A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,4.6,22:09.40,22:14.00,ZOOM IN FAST · 2s,cans_colorful_shelf
MEJOR OPCION 1 - CONSORCIO,408,El procesado artesanal permite seleccionar cada lomo de forma individual,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,22:14.00,22:17.60,PAN UP · 4s,hands_sorting_fish
MEJOR OPCION 1 - CONSORCIO,409,"antes de introducirlo en la lata, descartando a mano las",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,22:17.60,22:21.20,ZOOM IN SLOW · 4s,hands_sorting_fish
MEJOR OPCION 1 - CONSORCIO,410,"piezas de menor calidad que, en una línea industrial de",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,22:21.20,22:24.80,PAN RIGHT · 4s,hands_sorting_fish
MEJOR OPCION 1 - CONSORCIO,411,"alta velocidad, simplemente pasarían junto a las demás sin que",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,22:24.80,22:28.40,ZOOM OUT SLOW · 4s,hands_sorting_fish
MEJOR OPCION 1 - CONSORCIO,412,nadie las revise una por una en tiempo real.,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.2,22:28.40,22:31.60,STATIC,hands_sorting_fish
MEJOR OPCION 1 - CONSORCIO,413,"El resultado es un producto más caro de fabricar, con",Hands open a can of tuna with a spoon,3420163,3.6,22:31.60,22:35.20,PAN LEFT · 4s,hand_spoon_tuna
MEJOR OPCION 1 - CONSORCIO,414,un rendimiento de pescado por lata mucho más consistente entre,Hands open a can of tuna with a spoon,3420163,3.6,22:35.20,22:38.80,DIAGONAL PAN + ZOOM IN · 4s,hand_spoon_tuna
MEJOR OPCION 1 - CONSORCIO,415,"unidades, y una trazabilidad que Consorcio puede explicar lote por",Hands open a can of tuna with a spoon,3420163,3.6,22:38.80,22:42.40,ZOOM IN FAST · 2s,hand_spoon_tuna
MEJOR OPCION 1 - CONSORCIO,416,"lote si se lo preguntas directamente, algo que ninguna de",Hands open a can of tuna with a spoon,3420163,3.6,22:42.40,22:46.00,PAN UP · 4s,hand_spoon_tuna
MEJOR OPCION 1 - CONSORCIO,417,las siete marcas anteriores está en condiciones reales de hacer,Hands open a can of tuna with a spoon,3420163,3.6,22:46.00,22:49.60,ZOOM IN SLOW · 4s,hand_spoon_tuna
MEJOR OPCION 1 - CONSORCIO,418,con el mismo nivel de detalle.,Hands open a can of tuna with a spoon,3420163,2.1,22:49.60,22:51.70,PAN RIGHT · 4s,hand_spoon_tuna
MEJOR OPCION 1 - CONSORCIO,419,"No vas a encontrar Consorcio al lado de Hacendado, Isabel",Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.6,22:51.70,22:55.30,ZOOM OUT SLOW · 4s,cert_stamp
MEJOR OPCION 1 - CONSORCIO,420,"o Calvo en la balda de la oferta semanal, ni",Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.6,22:55.30,22:58.90,STATIC,cert_stamp
MEJOR OPCION 1 - CONSORCIO,421,en un expositor de cabecera de pasillo.,Stamp with CERTIFIED text of flat style isolated on white background,3982793,2.5,22:58.90,23:01.40,PAN LEFT · 4s,cert_stamp
MEJOR OPCION 1 - CONSORCIO,422,"Esa ausencia es, precisamente, la señal que hay que aprender a leer.",A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,4.3,23:01.40,23:05.70,DIAGONAL PAN + ZOOM IN · 4s,cans_colorful_shelf
MEJOR OPCION 1 - CONSORCIO,423,"Cuando un atún es fácil de encontrar en cualquier supermercado,",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,23:05.70,23:09.30,ZOOM IN FAST · 2s,hands_sorting_fish
MEJOR OPCION 1 - CONSORCIO,424,"de cualquier país, a cualquier precio y en cualquier época",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,23:09.30,23:12.90,PAN UP · 4s,hands_sorting_fish
MEJOR OPCION 1 - CONSORCIO,425,"del año, generalmente está diseñado desde el origen para la",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,23:12.90,23:16.50,ZOOM IN SLOW · 4s,hands_sorting_fish
MEJOR OPCION 1 - CONSORCIO,426,distribución masiva a gran escala.,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,1.8,23:16.50,23:18.30,PAN RIGHT · 4s,hands_sorting_fish
MEJOR OPCION 1 - CONSORCIO,427,Cuando cuesta un poco más encontrarlo y cuesta un poco,Hands open a can of tuna with a spoon,3420163,3.6,23:18.30,23:21.90,ZOOM OUT SLOW · 4s,hand_spoon_tuna
MEJOR OPCION 1 - CONSORCIO,428,"más pagarlo, casi siempre es porque nadie ha recortado nada",Hands open a can of tuna with a spoon,3420163,3.6,23:21.90,23:25.50,STATIC,hand_spoon_tuna
MEJOR OPCION 1 - CONSORCIO,429,en el proceso solo para que llegue un poco más,Hands open a can of tuna with a spoon,3420163,3.6,23:25.50,23:29.10,PAN LEFT · 4s,hand_spoon_tuna
MEJOR OPCION 1 - CONSORCIO,430,barato y un poco más lejos.,Hands open a can of tuna with a spoon,3420163,2.1,23:29.10,23:31.20,DIAGONAL PAN + ZOOM IN · 4s,hand_spoon_tuna
CIERRE,431,"Aquí está la regla que te llevas de este vídeo,",Animated Checklist on Clipboard with Stopwatch for Task Completion,7352827,3.6,23:31.20,23:34.80,ZOOM IN FAST · 2s,checklist_anim
CIERRE,432,y la puedes aplicar la próxima vez que estés delante,Animated Checklist on Clipboard with Stopwatch for Task Completion,7352827,3.6,23:34.80,23:38.40,PAN UP · 4s,checklist_anim
CIERRE,433,"del estante de atún, sea en el país que sea",Animated Checklist on Clipboard with Stopwatch for Task Completion,7352827,3.6,23:38.40,23:42.00,ZOOM IN SLOW · 4s,checklist_anim
CIERRE,434,y sea cual sea la bandera que lleve pintada la lata.,Animated Checklist on Clipboard with Stopwatch for Task Completion,7352827,3.9,23:42.00,23:45.90,PAN RIGHT · 4s,checklist_anim
CIERRE,435,"Primero, mira si la etiqueta declara la especie exacta —rabil,",Person Reading Product Label in Grocery Store,4972749,3.6,23:45.90,23:49.50,ZOOM OUT SLOW · 4s,reading_label_store
CIERRE,436,"patudo, listado, albacora— o solo la palabra genérica ""atún"" o ""atún claro"".",Person Reading Product Label in Grocery Store,4972749,4.3,23:49.50,23:53.80,STATIC,reading_label_store
CIERRE,437,"Esa diferencia, por ley, tiene que estar en algún sitio","A video still of canned goods lined up on a reflective surface, captured from a low angle",7103683,3.6,23:53.80,23:57.40,PAN LEFT · 4s,cans_aligned_low
CIERRE,438,"del envase, aunque sea en letra pequeña y en la cara trasera.","A video still of canned goods lined up on a reflective surface, captured from a low angle",7103683,4.3,23:57.40,24:01.70,DIAGONAL PAN + ZOOM IN · 4s,cans_aligned_low
CIERRE,439,"Segundo, revisa el peso escurrido, no solo el peso neto",Finger on Share Button on Mobile Phone,4838647,3.6,24:01.70,24:05.30,ZOOM IN FAST · 2s,finger_share_phone
CIERRE,440,que aparece en letra grande.,Finger on Share Button on Mobile Phone,4838647,1.8,24:05.30,24:07.10,PAN UP · 4s,finger_share_phone
CIERRE,441,Es el número exacto que te dice cuánto pescado real,Premium Youtube Share Animation 1,7055249,3.6,24:07.10,24:10.70,ZOOM IN SLOW · 4s,youtube_share_anim
CIERRE,442,"hay dentro de la lata, frente a cuánto es simplemente",Premium Youtube Share Animation 1,7055249,3.6,24:10.70,24:14.30,PAN RIGHT · 4s,youtube_share_anim
CIERRE,443,agua o aceite rellenando el resto.,Premium Youtube Share Animation 1,7055249,2.1,24:14.30,24:16.40,ZOOM OUT SLOW · 4s,youtube_share_anim
CIERRE,444,"Tercero, no dejes que el nombre o el país de",Animated Checklist on Clipboard with Stopwatch for Task Completion,7352827,3.6,24:16.40,24:20.00,STATIC,checklist_anim
CIERRE,445,origen aparente de una marca te diga quién la fabrica realmente.,Animated Checklist on Clipboard with Stopwatch for Task Completion,7352827,3.9,24:20.00,24:23.90,PAN LEFT · 4s,checklist_anim
CIERRE,446,Ya viste en este vídeo que un nombre chileno puede,Person Reading Product Label in Grocery Store,4972749,3.6,24:23.90,24:27.50,DIAGONAL PAN + ZOOM IN · 4s,reading_label_store
CIERRE,447,"ser gallego, que un nombre de aire italiano puede pertenecer",Person Reading Product Label in Grocery Store,4972749,3.6,24:27.50,24:31.10,ZOOM IN FAST · 2s,reading_label_store
CIERRE,448,"por completo a una empresa española, y que dos marcas",Person Reading Product Label in Grocery Store,4972749,3.6,24:31.10,24:34.70,PAN UP · 4s,reading_label_store
CIERRE,449,"""rivales"" dentro del mismo país pueden salir, literalmente, de la",Person Reading Product Label in Grocery Store,4972749,3.6,24:34.70,24:38.30,ZOOM IN SLOW · 4s,reading_label_store
CIERRE,450,misma fábrica y de la misma cinta de producción.,Person Reading Product Label in Grocery Store,4972749,3.2,24:38.30,24:41.50,PAN RIGHT · 4s,reading_label_store
CIERRE,451,"Cuarto, si en tu casa hay niños pequeños o alguien","A video still of canned goods lined up on a reflective surface, captured from a low angle",7103683,3.6,24:41.50,24:45.10,ZOOM OUT SLOW · 4s,cans_aligned_low
CIERRE,452,"embarazada, presta atención especial a la especie declarada, no solo al precio.","A video still of canned goods lined up on a reflective surface, captured from a low angle",7103683,4.3,24:45.10,24:49.40,STATIC,cans_aligned_low
CIERRE,453,"El rabil y el patudo, los que suelen esconderse detrás",Finger on Share Button on Mobile Phone,4838647,3.6,24:49.40,24:53.00,PAN LEFT · 4s,finger_share_phone
CIERRE,454,"de ""atún claro"", acumulan más mercurio que el listado, y",Finger on Share Button on Mobile Phone,4838647,3.6,24:53.00,24:56.60,DIAGONAL PAN + ZOOM IN · 4s,finger_share_phone
CIERRE,455,ese es exactamente el tipo de dato que la normativa,Finger on Share Button on Mobile Phone,4838647,3.6,24:56.60,25:00.20,ZOOM IN FAST · 2s,finger_share_phone
CIERRE,456,exige declarar y que el diseño del envase se encarga,Finger on Share Button on Mobile Phone,4838647,3.6,25:00.20,25:03.80,PAN UP · 4s,finger_share_phone
CIERRE,457,de que casi nadie busque.,Finger on Share Button on Mobile Phone,4838647,1.8,25:03.80,25:05.60,ZOOM IN SLOW · 4s,finger_share_phone
CIERRE,458,"Y quinto, cuando quieras confiar de verdad en una marca",Premium Youtube Share Animation 1,7055249,3.6,25:05.60,25:09.20,PAN RIGHT · 4s,youtube_share_anim
CIERRE,459,"de atún, busca las que son lo bastante pequeñas para",Premium Youtube Share Animation 1,7055249,3.6,25:09.20,25:12.80,ZOOM OUT SLOW · 4s,youtube_share_anim
CIERRE,460,"explicarte, con datos concretos y verificables, de dónde sale exactamente su pescado.",Premium Youtube Share Animation 1,7055249,4.3,25:12.80,25:17.10,STATIC,youtube_share_anim
CIERRE,461,"Esa transparencia cuesta más dinero producirla, y por eso casi",Animated Checklist on Clipboard with Stopwatch for Task Completion,7352827,3.6,25:17.10,25:20.70,PAN LEFT · 4s,checklist_anim
CIERRE,462,ninguna de las siete primeras marcas de este vídeo puede,Animated Checklist on Clipboard with Stopwatch for Task Completion,7352827,3.6,25:20.70,25:24.30,DIAGONAL PAN + ZOOM IN · 4s,checklist_anim
CIERRE,463,permitírsela a la escala en la que opera.,Animated Checklist on Clipboard with Stopwatch for Task Completion,7352827,2.9,25:24.30,25:27.20,ZOOM IN FAST · 2s,checklist_anim
CIERRE,464,Nada de esto significa que tengas que dejar de comprar,Person Reading Product Label in Grocery Store,4972749,3.6,25:27.20,25:30.80,PAN UP · 4s,reading_label_store
CIERRE,465,"atún en lata, ni que las siete marcas de esta",Person Reading Product Label in Grocery Store,4972749,3.6,25:30.80,25:34.40,ZOOM IN SLOW · 4s,reading_label_store
CIERRE,466,lista sean venenosas o estén mintiéndote sobre lo esencial.,Person Reading Product Label in Grocery Store,4972749,3.2,25:34.40,25:37.60,PAN RIGHT · 4s,reading_label_store
CIERRE,467,"Significa, simplemente, que la sensación de estar comparando y decidiendo","A video still of canned goods lined up on a reflective surface, captured from a low angle",7103683,3.6,25:37.60,25:41.20,ZOOM OUT SLOW · 4s,cans_aligned_low
CIERRE,468,"entre opciones reales es, la mayor parte de las veces,","A video still of canned goods lined up on a reflective surface, captured from a low angle",7103683,3.6,25:41.20,25:44.80,STATIC,cans_aligned_low
CIERRE,469,"una ilusión bien diseñada, construida a propósito para que nunca","A video still of canned goods lined up on a reflective surface, captured from a low angle",7103683,3.6,25:44.80,25:48.40,PAN LEFT · 4s,cans_aligned_low
CIERRE,470,te hagas la pregunta que sí te has hecho hoy.,"A video still of canned goods lined up on a reflective surface, captured from a low angle",7103683,3.6,25:48.40,25:52.00,DIAGONAL PAN + ZOOM IN · 4s,cans_aligned_low
CIERRE,471,Si esto te ha cambiado la forma en que vas,Finger on Share Button on Mobile Phone,4838647,3.6,25:52.00,25:55.60,ZOOM IN FAST · 2s,finger_share_phone
CIERRE,472,"a mirar la próxima lata que compres, mándaselo a esa",Finger on Share Button on Mobile Phone,4838647,3.6,25:55.60,25:59.20,PAN UP · 4s,finger_share_phone
CIERRE,473,persona de tu familia que lleva treinta años comprando siempre,Finger on Share Button on Mobile Phone,4838647,3.6,25:59.20,26:02.80,ZOOM IN SLOW · 4s,finger_share_phone
CIERRE,474,"la misma marca sin haberse preguntado nunca, ni una sola",Finger on Share Button on Mobile Phone,4838647,3.6,26:02.80,26:06.40,PAN RIGHT · 4s,finger_share_phone
CIERRE,475,"vez, quién está realmente detrás.",Finger on Share Button on Mobile Phone,4838647,1.8,26:06.40,26:08.20,ZOOM OUT SLOW · 4s,finger_share_phone
