Orden,Timeline,Sección,Ref. shot,Freepik ID,CapCut Motion,"URL de descarga (firmada, ~1h)"
192,(10:12.40-10:16.00),MARCA 4 - CARREFOUR,generic_shelf,6181813,PAN UP · 4s,https://videocdn.cdnpk.net/videos/5bc6e637-d5df-5329-939b-70b5273de9fa/horizontal/downloads/1080p.mp4?filename=0_Grocery_Store_1920x1080.mp4&user_id=102901249&token=exp=1785670198~id=102901249~hmac=57a41e07d1fed1102cfb7808b4cff8803be176ae5cab9a76882b5850359a59a4
193,(10:16.00-10:19.60),MARCA 4 - CARREFOUR,generic_shelf,6181813,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/5bc6e637-d5df-5329-939b-70b5273de9fa/horizontal/downloads/1080p.mp4?filename=0_Grocery_Store_1920x1080.mp4&user_id=102901249&token=exp=1785670198~id=102901249~hmac=57a41e07d1fed1102cfb7808b4cff8803be176ae5cab9a76882b5850359a59a4
194,(10:19.60-10:23.20),MARCA 4 - CARREFOUR,sunflower_oil,1474089,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/8a4e845f-448f-47e1-9205-597e2cace83b/horizontal/downloads/1080p.mp4?filename=4781140_Oil_Sunflower_1920x1080.mp4&user_id=102901249&token=exp=1785670427~id=102901249~hmac=ada415ff89b04f17d3611d0a4a6b77b29e9b85f8cb98805e869dbed76a237c2a
195,(10:23.20-10:26.80),MARCA 4 - CARREFOUR,sunflower_oil,1474089,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/8a4e845f-448f-47e1-9205-597e2cace83b/horizontal/downloads/1080p.mp4?filename=4781140_Oil_Sunflower_1920x1080.mp4&user_id=102901249&token=exp=1785670427~id=102901249~hmac=ada415ff89b04f17d3611d0a4a6b77b29e9b85f8cb98805e869dbed76a237c2a
196,(10:26.80-10:30.40),MARCA 4 - CARREFOUR,sunflower_oil,1474089,STATIC,https://videocdn.cdnpk.net/videos/8a4e845f-448f-47e1-9205-597e2cace83b/horizontal/downloads/1080p.mp4?filename=4781140_Oil_Sunflower_1920x1080.mp4&user_id=102901249&token=exp=1785670427~id=102901249~hmac=ada415ff89b04f17d3611d0a4a6b77b29e9b85f8cb98805e869dbed76a237c2a
197,(10:30.40-10:33.30),MARCA 4 - CARREFOUR,sunflower_oil,1474089,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/8a4e845f-448f-47e1-9205-597e2cace83b/horizontal/downloads/1080p.mp4?filename=4781140_Oil_Sunflower_1920x1080.mp4&user_id=102901249&token=exp=1785670427~id=102901249~hmac=ada415ff89b04f17d3611d0a4a6b77b29e9b85f8cb98805e869dbed76a237c2a
198,(10:33.30-10:36.90),MARCA 4 - CARREFOUR,reading_glass_files,2082900,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/0b4fffc9-21ea-4dc0-82cc-86f9204c2f5a/horizontal/downloads/720p.mp4?filename=5572655_Coll_wavebreak_Animation_1280x720.mp4&user_id=102901249&token=exp=1785670227~id=102901249~hmac=47460eaf3517b2c22c5653a08b6f7e1e904c41a3b3face671f54b46e8ee01cca
199,(10:36.90-10:40.50),MARCA 4 - CARREFOUR,reading_glass_files,2082900,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/0b4fffc9-21ea-4dc0-82cc-86f9204c2f5a/horizontal/downloads/720p.mp4?filename=5572655_Coll_wavebreak_Animation_1280x720.mp4&user_id=102901249&token=exp=1785670227~id=102901249~hmac=47460eaf3517b2c22c5653a08b6f7e1e904c41a3b3face671f54b46e8ee01cca
200,(10:40.50-10:44.10),MARCA 4 - CARREFOUR,reading_glass_files,2082900,PAN UP · 4s,https://videocdn.cdnpk.net/videos/0b4fffc9-21ea-4dc0-82cc-86f9204c2f5a/horizontal/downloads/720p.mp4?filename=5572655_Coll_wavebreak_Animation_1280x720.mp4&user_id=102901249&token=exp=1785670227~id=102901249~hmac=47460eaf3517b2c22c5653a08b6f7e1e904c41a3b3face671f54b46e8ee01cca
201,(10:44.10-10:47.70),MARCA 4 - CARREFOUR,reading_glass_files,2082900,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/0b4fffc9-21ea-4dc0-82cc-86f9204c2f5a/horizontal/downloads/720p.mp4?filename=5572655_Coll_wavebreak_Animation_1280x720.mp4&user_id=102901249&token=exp=1785670227~id=102901249~hmac=47460eaf3517b2c22c5653a08b6f7e1e904c41a3b3face671f54b46e8ee01cca
202,(10:47.70-10:51.30),MARCA 4 - CARREFOUR,reading_glass_files,2082900,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/0b4fffc9-21ea-4dc0-82cc-86f9204c2f5a/horizontal/downloads/720p.mp4?filename=5572655_Coll_wavebreak_Animation_1280x720.mp4&user_id=102901249&token=exp=1785670227~id=102901249~hmac=47460eaf3517b2c22c5653a08b6f7e1e904c41a3b3face671f54b46e8ee01cca
203,(10:51.30-10:54.50),MARCA 4 - CARREFOUR,reading_glass_files,2082900,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/0b4fffc9-21ea-4dc0-82cc-86f9204c2f5a/horizontal/downloads/720p.mp4?filename=5572655_Coll_wavebreak_Animation_1280x720.mp4&user_id=102901249&token=exp=1785670227~id=102901249~hmac=47460eaf3517b2c22c5653a08b6f7e1e904c41a3b3face671f54b46e8ee01cca
204,(10:54.50-10:58.10),MARCA 4 - CARREFOUR,kitchen_scale,5302538,STATIC,https://videocdn.cdnpk.net/videos/19c6a4a7-6a45-5e18-a309-b13ab03a36b3/horizontal/downloads/4k.mp4?filename=0_Scale_Baking_3840x2160.mp4&user_id=102901249&token=exp=1785670429~id=102901249~hmac=c43b157dd28631220da211a2c3caba70bd55a89d963a24ee16f9d9f0c748baed
205,(10:58.10-11:01.30),MARCA 4 - CARREFOUR,kitchen_scale,5302538,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/19c6a4a7-6a45-5e18-a309-b13ab03a36b3/horizontal/downloads/4k.mp4?filename=0_Scale_Baking_3840x2160.mp4&user_id=102901249&token=exp=1785670429~id=102901249~hmac=c43b157dd28631220da211a2c3caba70bd55a89d963a24ee16f9d9f0c748baed
206,(11:01.30-11:04.90),MARCA 4 - CARREFOUR,salt_pouring,3479267,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/94150c1a-7913-5c6d-abb7-e5cb22d339b2/horizontal/downloads/original.mp4?filename=0_Salt_Shaker_Salt_1920x1080.mp4&user_id=102901249&token=exp=1785670430~id=102901249~hmac=d838281778b6eac83fe7c864fe7dcabe9881a69b0ed669a6d0be11f964fe57dd
207,(11:04.90-11:07.80),MARCA 4 - CARREFOUR,salt_pouring,3479267,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/94150c1a-7913-5c6d-abb7-e5cb22d339b2/horizontal/downloads/original.mp4?filename=0_Salt_Shaker_Salt_1920x1080.mp4&user_id=102901249&token=exp=1785670430~id=102901249~hmac=d838281778b6eac83fe7c864fe7dcabe9881a69b0ed669a6d0be11f964fe57dd
208,(11:07.80-11:11.40),MARCA 4 - CARREFOUR,kitchen_scale,5302538,PAN UP · 4s,https://videocdn.cdnpk.net/videos/19c6a4a7-6a45-5e18-a309-b13ab03a36b3/horizontal/downloads/4k.mp4?filename=0_Scale_Baking_3840x2160.mp4&user_id=102901249&token=exp=1785670429~id=102901249~hmac=c43b157dd28631220da211a2c3caba70bd55a89d963a24ee16f9d9f0c748baed
209,(11:11.40-11:14.30),MARCA 4 - CARREFOUR,kitchen_scale,5302538,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/19c6a4a7-6a45-5e18-a309-b13ab03a36b3/horizontal/downloads/4k.mp4?filename=0_Scale_Baking_3840x2160.mp4&user_id=102901249&token=exp=1785670429~id=102901249~hmac=c43b157dd28631220da211a2c3caba70bd55a89d963a24ee16f9d9f0c748baed
210,(11:14.30-11:15.00),MARCA 3 - ORTIZ,modern_oil_factory,6067479,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/f7b03d1c-55ca-5f3e-9b86-04da9fd91d1b/square/downloads/original.mp4?filename=0_Bottling_Manufacturing_1920x1920.mp4&user_id=102901249&token=exp=1785670212~id=102901249~hmac=45e3b817dbf35cb79ce1862264cc8b7f6e135900dba0e02e3fe1253ad8f61f5f
211,(11:15.00-11:15.70),MARCA 3 - ORTIZ,canned_tuna_wood,2427530,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
212,(11:15.70-11:19.30),MARCA 3 - ORTIZ,reading_glass_files,2082900,STATIC,https://videocdn.cdnpk.net/videos/0b4fffc9-21ea-4dc0-82cc-86f9204c2f5a/horizontal/downloads/720p.mp4?filename=5572655_Coll_wavebreak_Animation_1280x720.mp4&user_id=102901249&token=exp=1785670227~id=102901249~hmac=47460eaf3517b2c22c5653a08b6f7e1e904c41a3b3face671f54b46e8ee01cca
213,(11:19.30-11:21.10),MARCA 3 - ORTIZ,reading_glass_files,2082900,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/0b4fffc9-21ea-4dc0-82cc-86f9204c2f5a/horizontal/downloads/720p.mp4?filename=5572655_Coll_wavebreak_Animation_1280x720.mp4&user_id=102901249&token=exp=1785670227~id=102901249~hmac=47460eaf3517b2c22c5653a08b6f7e1e904c41a3b3face671f54b46e8ee01cca
214,(11:21.10-11:24.00),MARCA 3 - ORTIZ,salt_pouring,3479267,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/94150c1a-7913-5c6d-abb7-e5cb22d339b2/horizontal/downloads/original.mp4?filename=0_Salt_Shaker_Salt_1920x1080.mp4&user_id=102901249&token=exp=1785670430~id=102901249~hmac=d838281778b6eac83fe7c864fe7dcabe9881a69b0ed669a6d0be11f964fe57dd
215,(11:24.00-11:27.60),MARCA 3 - ORTIZ,elegant_table,5070095,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/58ed4e2e-3ba2-50fb-90a8-6cb76acc0d3f/horizontal/downloads/4k.mp4?filename=0_Silverware_Restaurant_3840x2160.mp4&user_id=102901249&token=exp=1785670473~id=102901249~hmac=446b053781168ad539c82fb2b94ceada2038e0800876fabdb73fcd02d75eb33c
216,(11:27.60-11:31.20),MARCA 3 - ORTIZ,elegant_table,5070095,PAN UP · 4s,https://videocdn.cdnpk.net/videos/58ed4e2e-3ba2-50fb-90a8-6cb76acc0d3f/horizontal/downloads/4k.mp4?filename=0_Silverware_Restaurant_3840x2160.mp4&user_id=102901249&token=exp=1785670473~id=102901249~hmac=446b053781168ad539c82fb2b94ceada2038e0800876fabdb73fcd02d75eb33c
217,(11:31.20-11:35.50),MARCA 3 - ORTIZ,elegant_table,5070095,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/58ed4e2e-3ba2-50fb-90a8-6cb76acc0d3f/horizontal/downloads/4k.mp4?filename=0_Silverware_Restaurant_3840x2160.mp4&user_id=102901249&token=exp=1785670473~id=102901249~hmac=446b053781168ad539c82fb2b94ceada2038e0800876fabdb73fcd02d75eb33c
218,(11:35.50-11:39.10),MARCA 3 - ORTIZ,deli_shopping,4874053,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/841cdc3e-97ba-5226-9e55-4b1235e472db/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Deli_3840x2160.mp4&user_id=102901249&token=exp=1785670475~id=102901249~hmac=0082a82fa20df0cf43b5380e620598ae91cf140b463fff73d238ac0f99109276
219,(11:39.10-11:42.70),MARCA 3 - ORTIZ,deli_shopping,4874053,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/841cdc3e-97ba-5226-9e55-4b1235e472db/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Deli_3840x2160.mp4&user_id=102901249&token=exp=1785670475~id=102901249~hmac=0082a82fa20df0cf43b5380e620598ae91cf140b463fff73d238ac0f99109276
220,(11:42.70-11:44.80),MARCA 3 - ORTIZ,deli_shopping,4874053,STATIC,https://videocdn.cdnpk.net/videos/841cdc3e-97ba-5226-9e55-4b1235e472db/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Deli_3840x2160.mp4&user_id=102901249&token=exp=1785670475~id=102901249~hmac=0082a82fa20df0cf43b5380e620598ae91cf140b463fff73d238ac0f99109276
221,(11:44.80-11:48.40),MARCA 3 - ORTIZ,modern_oil_factory,6067479,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/f7b03d1c-55ca-5f3e-9b86-04da9fd91d1b/square/downloads/original.mp4?filename=0_Bottling_Manufacturing_1920x1920.mp4&user_id=102901249&token=exp=1785670212~id=102901249~hmac=45e3b817dbf35cb79ce1862264cc8b7f6e135900dba0e02e3fe1253ad8f61f5f
222,(11:48.40-11:52.00),MARCA 3 - ORTIZ,modern_oil_factory,6067479,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/f7b03d1c-55ca-5f3e-9b86-04da9fd91d1b/square/downloads/original.mp4?filename=0_Bottling_Manufacturing_1920x1920.mp4&user_id=102901249&token=exp=1785670212~id=102901249~hmac=45e3b817dbf35cb79ce1862264cc8b7f6e135900dba0e02e3fe1253ad8f61f5f
223,(11:52.00-11:55.60),MARCA 3 - ORTIZ,modern_oil_factory,6067479,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/f7b03d1c-55ca-5f3e-9b86-04da9fd91d1b/square/downloads/original.mp4?filename=0_Bottling_Manufacturing_1920x1920.mp4&user_id=102901249&token=exp=1785670212~id=102901249~hmac=45e3b817dbf35cb79ce1862264cc8b7f6e135900dba0e02e3fe1253ad8f61f5f
224,(11:55.60-11:59.20),MARCA 3 - ORTIZ,modern_oil_factory,6067479,PAN UP · 4s,https://videocdn.cdnpk.net/videos/f7b03d1c-55ca-5f3e-9b86-04da9fd91d1b/square/downloads/original.mp4?filename=0_Bottling_Manufacturing_1920x1920.mp4&user_id=102901249&token=exp=1785670212~id=102901249~hmac=45e3b817dbf35cb79ce1862264cc8b7f6e135900dba0e02e3fe1253ad8f61f5f
225,(11:59.20-12:02.80),MARCA 3 - ORTIZ,modern_oil_factory,6067479,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/f7b03d1c-55ca-5f3e-9b86-04da9fd91d1b/square/downloads/original.mp4?filename=0_Bottling_Manufacturing_1920x1920.mp4&user_id=102901249&token=exp=1785670212~id=102901249~hmac=45e3b817dbf35cb79ce1862264cc8b7f6e135900dba0e02e3fe1253ad8f61f5f
226,(12:02.80-12:06.40),MARCA 3 - ORTIZ,modern_oil_factory,6067479,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/f7b03d1c-55ca-5f3e-9b86-04da9fd91d1b/square/downloads/original.mp4?filename=0_Bottling_Manufacturing_1920x1920.mp4&user_id=102901249&token=exp=1785670212~id=102901249~hmac=45e3b817dbf35cb79ce1862264cc8b7f6e135900dba0e02e3fe1253ad8f61f5f
227,(12:06.40-12:08.50),MARCA 3 - ORTIZ,modern_oil_factory,6067479,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/f7b03d1c-55ca-5f3e-9b86-04da9fd91d1b/square/downloads/original.mp4?filename=0_Bottling_Manufacturing_1920x1920.mp4&user_id=102901249&token=exp=1785670212~id=102901249~hmac=45e3b817dbf35cb79ce1862264cc8b7f6e135900dba0e02e3fe1253ad8f61f5f
228,(12:08.50-12:11.40),MARCA 3 - ORTIZ,canned_tuna_wood,2427530,STATIC,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
229,(12:11.40-12:15.00),MARCA 3 - ORTIZ,reading_glass_files,2082900,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/0b4fffc9-21ea-4dc0-82cc-86f9204c2f5a/horizontal/downloads/720p.mp4?filename=5572655_Coll_wavebreak_Animation_1280x720.mp4&user_id=102901249&token=exp=1785670227~id=102901249~hmac=47460eaf3517b2c22c5653a08b6f7e1e904c41a3b3face671f54b46e8ee01cca
230,(12:15.00-12:18.60),MARCA 3 - ORTIZ,reading_glass_files,2082900,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/0b4fffc9-21ea-4dc0-82cc-86f9204c2f5a/horizontal/downloads/720p.mp4?filename=5572655_Coll_wavebreak_Animation_1280x720.mp4&user_id=102901249&token=exp=1785670227~id=102901249~hmac=47460eaf3517b2c22c5653a08b6f7e1e904c41a3b3face671f54b46e8ee01cca
231,(12:18.60-12:22.20),MARCA 3 - ORTIZ,salt_pouring,3479267,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/94150c1a-7913-5c6d-abb7-e5cb22d339b2/horizontal/downloads/original.mp4?filename=0_Salt_Shaker_Salt_1920x1080.mp4&user_id=102901249&token=exp=1785670430~id=102901249~hmac=d838281778b6eac83fe7c864fe7dcabe9881a69b0ed669a6d0be11f964fe57dd
232,(12:22.20-12:25.80),MARCA 3 - ORTIZ,salt_pouring,3479267,PAN UP · 4s,https://videocdn.cdnpk.net/videos/94150c1a-7913-5c6d-abb7-e5cb22d339b2/horizontal/downloads/original.mp4?filename=0_Salt_Shaker_Salt_1920x1080.mp4&user_id=102901249&token=exp=1785670430~id=102901249~hmac=d838281778b6eac83fe7c864fe7dcabe9881a69b0ed669a6d0be11f964fe57dd
233,(12:25.80-12:29.40),MARCA 3 - ORTIZ,salt_pouring,3479267,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/94150c1a-7913-5c6d-abb7-e5cb22d339b2/horizontal/downloads/original.mp4?filename=0_Salt_Shaker_Salt_1920x1080.mp4&user_id=102901249&token=exp=1785670430~id=102901249~hmac=d838281778b6eac83fe7c864fe7dcabe9881a69b0ed669a6d0be11f964fe57dd
234,(12:29.40-12:33.30),MARCA 3 - ORTIZ,salt_pouring,3479267,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/94150c1a-7913-5c6d-abb7-e5cb22d339b2/horizontal/downloads/original.mp4?filename=0_Salt_Shaker_Salt_1920x1080.mp4&user_id=102901249&token=exp=1785670430~id=102901249~hmac=d838281778b6eac83fe7c864fe7dcabe9881a69b0ed669a6d0be11f964fe57dd
235,(12:33.30-12:36.90),MARCA 3 - ORTIZ,elegant_table,5070095,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/58ed4e2e-3ba2-50fb-90a8-6cb76acc0d3f/horizontal/downloads/4k.mp4?filename=0_Silverware_Restaurant_3840x2160.mp4&user_id=102901249&token=exp=1785670473~id=102901249~hmac=446b053781168ad539c82fb2b94ceada2038e0800876fabdb73fcd02d75eb33c
236,(12:36.90-12:40.50),MARCA 3 - ORTIZ,elegant_table,5070095,STATIC,https://videocdn.cdnpk.net/videos/58ed4e2e-3ba2-50fb-90a8-6cb76acc0d3f/horizontal/downloads/4k.mp4?filename=0_Silverware_Restaurant_3840x2160.mp4&user_id=102901249&token=exp=1785670473~id=102901249~hmac=446b053781168ad539c82fb2b94ceada2038e0800876fabdb73fcd02d75eb33c
237,(12:40.50-12:44.10),MARCA 3 - ORTIZ,elegant_table,5070095,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/58ed4e2e-3ba2-50fb-90a8-6cb76acc0d3f/horizontal/downloads/4k.mp4?filename=0_Silverware_Restaurant_3840x2160.mp4&user_id=102901249&token=exp=1785670473~id=102901249~hmac=446b053781168ad539c82fb2b94ceada2038e0800876fabdb73fcd02d75eb33c
238,(12:44.10-12:46.60),MARCA 3 - ORTIZ,elegant_table,5070095,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/58ed4e2e-3ba2-50fb-90a8-6cb76acc0d3f/horizontal/downloads/4k.mp4?filename=0_Silverware_Restaurant_3840x2160.mp4&user_id=102901249&token=exp=1785670473~id=102901249~hmac=446b053781168ad539c82fb2b94ceada2038e0800876fabdb73fcd02d75eb33c
239,(12:46.60-12:50.20),MARCA 3 - ORTIZ,deli_shopping,4874053,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/841cdc3e-97ba-5226-9e55-4b1235e472db/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Deli_3840x2160.mp4&user_id=102901249&token=exp=1785670475~id=102901249~hmac=0082a82fa20df0cf43b5380e620598ae91cf140b463fff73d238ac0f99109276
240,(12:50.20-12:53.80),MARCA 3 - ORTIZ,deli_shopping,4874053,PAN UP · 4s,https://videocdn.cdnpk.net/videos/841cdc3e-97ba-5226-9e55-4b1235e472db/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Deli_3840x2160.mp4&user_id=102901249&token=exp=1785670475~id=102901249~hmac=0082a82fa20df0cf43b5380e620598ae91cf140b463fff73d238ac0f99109276
241,(12:53.80-12:55.60),MARCA 3 - ORTIZ,deli_shopping,4874053,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/841cdc3e-97ba-5226-9e55-4b1235e472db/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Deli_3840x2160.mp4&user_id=102901249&token=exp=1785670475~id=102901249~hmac=0082a82fa20df0cf43b5380e620598ae91cf140b463fff73d238ac0f99109276
242,(12:55.60-12:56.30),MARCA 2 - NOSTROMO,canned_tuna_wood,2427530,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
243,(12:56.30-12:56.70),MARCA 2 - NOSTROMO,world_map_lines,3071564,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
244,(12:56.70-13:00.30),MARCA 2 - NOSTROMO,network_converge,4721014,STATIC,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
245,(13:00.30-13:04.90),MARCA 2 - NOSTROMO,network_converge,4721014,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
246,(13:04.90-13:08.50),MARCA 2 - NOSTROMO,cans_colorful_shelf,6843740,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/3ff5d07f-2d4b-5045-8d1f-a8e923095fa5/horizontal/downloads/1080p.mp4?filename=0_Cans_Shelves_1920x1080.mp4&user_id=102901249&token=exp=1785670229~id=102901249~hmac=f42167a11b27ea12c57fc3625a499e3f8537f8884d6835c73ad2e45dc469d031
247,(13:08.50-13:12.10),MARCA 2 - NOSTROMO,cans_colorful_shelf,6843740,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/3ff5d07f-2d4b-5045-8d1f-a8e923095fa5/horizontal/downloads/1080p.mp4?filename=0_Cans_Shelves_1920x1080.mp4&user_id=102901249&token=exp=1785670229~id=102901249~hmac=f42167a11b27ea12c57fc3625a499e3f8537f8884d6835c73ad2e45dc469d031
248,(13:12.10-13:16.70),MARCA 2 - NOSTROMO,cans_colorful_shelf,6843740,PAN UP · 4s,https://videocdn.cdnpk.net/videos/3ff5d07f-2d4b-5045-8d1f-a8e923095fa5/horizontal/downloads/1080p.mp4?filename=0_Cans_Shelves_1920x1080.mp4&user_id=102901249&token=exp=1785670229~id=102901249~hmac=f42167a11b27ea12c57fc3625a499e3f8537f8884d6835c73ad2e45dc469d031
249,(13:16.70-13:20.30),MARCA 2 - NOSTROMO,cannery_conveyor,3455151,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/fd93398d-4779-47bf-a390-a4e9046e0e43/horizontal/downloads/original.mp4?filename=7201506_Farming_Transportation_3840x2160.mp4&user_id=102901249&token=exp=1785670238~id=102901249~hmac=86e76963a493cbb66961882351d2894a3dfc20f97c81ca5c662b6caf8f35621d
250,(13:20.30-13:23.90),MARCA 2 - NOSTROMO,cannery_conveyor,3455151,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/fd93398d-4779-47bf-a390-a4e9046e0e43/horizontal/downloads/original.mp4?filename=7201506_Farming_Transportation_3840x2160.mp4&user_id=102901249&token=exp=1785670238~id=102901249~hmac=86e76963a493cbb66961882351d2894a3dfc20f97c81ca5c662b6caf8f35621d
251,(13:23.90-13:27.50),MARCA 2 - NOSTROMO,cannery_conveyor,3455151,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/fd93398d-4779-47bf-a390-a4e9046e0e43/horizontal/downloads/original.mp4?filename=7201506_Farming_Transportation_3840x2160.mp4&user_id=102901249&token=exp=1785670238~id=102901249~hmac=86e76963a493cbb66961882351d2894a3dfc20f97c81ca5c662b6caf8f35621d
252,(13:27.50-13:30.40),MARCA 2 - NOSTROMO,cannery_conveyor,3455151,STATIC,https://videocdn.cdnpk.net/videos/fd93398d-4779-47bf-a390-a4e9046e0e43/horizontal/downloads/original.mp4?filename=7201506_Farming_Transportation_3840x2160.mp4&user_id=102901249&token=exp=1785670238~id=102901249~hmac=86e76963a493cbb66961882351d2894a3dfc20f97c81ca5c662b6caf8f35621d
253,(13:30.40-13:34.00),MARCA 2 - NOSTROMO,canned_tuna_wood,2427530,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
254,(13:34.00-13:37.60),MARCA 2 - NOSTROMO,canned_tuna_wood,2427530,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
255,(13:37.60-13:41.20),MARCA 2 - NOSTROMO,canned_tuna_wood,2427530,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
